Z ID,SMILES,RT,ECP
Z1519021048,COC(=O)C1=C(NC(=O)[C@H]2CCCO2)SC=3CCCCCC13,1.5797,1.3109
Z169691372,CC(=O)N1CCC(CC1)C(=O)NC(C2=NC=CN2C)C=3C=CC(F)=CC3,0.6227,1.1642
Z1357252570,CC1=NN=NN1C(CC=2C=CC=CC2)C(=O)N3N=CC=4C=CC=C(N)C34,1.1904,1.2266
Z1833666793,COC=1C=CC(C(=O)NCC(O)CN2CCCCC2)=C(OC(C)C)C1,0.868,1.2274
Z1451316360,CC1(C)C(=O)NC=2C=CC(=CC21)C(=O)NCC3=NN=C4C=CC(=CN34)C(F)(F)F,1.0167,1.2496
Z1438206976,COC=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C3CCCCC3,0.8541,1.2508
Z3582078960,CC=1N=CN=CC1C=C2CCNCC2,0.5466,1.3285
Z7829836907,CC=1N=CN2C=CC(=CC12)C(=O)NC=3C=CN(C)N3,0.6589,1.201
Z2078638630,COCC1=C(SC=2C=CC=CC12)C(=O)NC(C)C=3C=CC=4NN=CC4C3,1.2,1.1626
Z2699119552,CC(NC=1C=NC=2C=C(Cl)C=CC2N1)C=3C(C)=NOC3C,1.2749,1.1861
Z1213671484,COCCCN1C(C=2C(=NNC2C1=O)C=3C=CC=CC3O)C=4C=CC(OCC(C)C)=C(OC)C4,1.3549,1.2595
Z1084073716,CC(N1CCCN(CC=2C=CC(F)=CC2)CC1)C3=NN=C(C)O3,0.5651,1.0727
Z1139464832,CC(N1CCCC(CN2C=NC=N2)C1)C3=NN=C(O3)C=4C=CC=CC4,0.8092,1.2177
Z5343000040,FC(F)(F)CC=1C=CC(NC(=O)C=2C=NC=3CNCCC3C2)=CC1,1.0035,1.3547
Z8594898602,OC(=O)C(F)(F)F.FC=1C=CC=C2C=C(NC(=O)CC3CCC4(CNC4)CO3)C=NC12,0.8541,1.3459
Z8827758980,C[C@H]1[C@@H](C)C(=O)N(CC(=O)NC2(CCC2)C=3N=CC(=CN3)C(=O)NC=4C=CC=C(C4)C5CC5)C1=O,1.2591,1.2645
Z3823231807,CC1(C)CC2=NN=C(C=3C=CC=C(C3)C(F)(F)F)N2CCN1,0.6005,1.1724
Z1183541266,CCN(CC1CC1)C(=O)C=2C=CC=3C(=O)N(CCC=4C=CC=CC4)C(=O)C3C2,1.4058,1.2366
Z8876134287,CCOC(=O)C=1C=NN(C)C1CN(C)CC2=NN(C)C=C2Br.OC(=O)C(F)(F)F,0.592,1.0045
Z8874972604,CN(C1CCCCN(C1)C(=O)C=C)C(=O)CCNC(=O)N2CCC=3C=CC=CC3C2,1.2274,1.3765
Z1822520727,CC=1C=CC(CC=2N=NN(CCCF)N2)=CC1,1.1968,1.1772
Z3510723441,"N[C@@H]1CN(C[C@H]1C=2C=CC(F)=CC2)S(=O)(=O)C=3C=CC=C(C3)C4CC4(F)F |&1:1,5,r|",1.0995,1.3474
Z1828822788,CN1C=C(CN2CCN(CC2)C=3C=CN=C4C(F)=CC=CC34)C=N1,0.6282,1.365
Z24849369,ClC=1C=CC(=CC1)N2C=CN=C2SCC(=O)NC=3C=CC=C4C=CC=CC34,1.4664,1.3271
Z7996094123,CC=1C=CC(=CN1)C2=NN=C(NC3CCC=4C=CC=CC4C3)O2,1.2459,1.3215
Z2677426336,CC1CCCCN1S(=O)(=O)C=2C=CC=3N(C)C(=O)SC3C2,1.3712,1.3441
Z9000450129,COCCN1N=NN=C1C(N(C)CCOCC2CCC2)C=3C=CC(OC)=CC3,1.2506,1.328
Z2375521030,CC=1N=C2C=C(F)C=CC2=CC1C(=O)N3CCC(CC3)OCCCN,0.6347,1.1474
Z2732851259,CC(=O)NC1(CCNC1)C=2C=CC=CC2,0.2808,1.2145
Z3765819627,CN(C1CCCN(C1)C=2N=C(C)C=C(C)N2)C(=O)C(C)(C)F,1.0687,1.1927
Z1528649222,COC=1C=C(C=CC1Cl)C(=O)NCCC2=NC(=C(C)S2)C=3C=CC=CC3,1.4326,1.2686
Z4774553966,CCOCCN(C1CCC=2C=CC=CC12)C(=O)C=3C=C(N=C4ON=C(C)C34)C(C)C,1.5538,1.2664
Z1899371807,CC(NC(=O)C=1C=CC(=CC1)N(C)C(=O)C)C=2C=CC=3NC(=O)CCC3C2,0.9545,1.2593
Z7775668371,CC1=NN(C=2C=CC=CC2)C(=O)N1CCC(=O)N3CCCC3,0.9359,1.1398
Z2376772216,COC=1C=CC(=CC1)C2=NN=C(S2)N3C[C@@H]4CNC[C@@H]4C3,0.7962,1.2296
Z6598707763,COC(=O)C1=CC(=CN(CC2=CON=C2C(C)C)C1=O)C(C)(C)C,1.3693,1.3638
Z2765732046,CN(C)C=1N=C(O)C=C(N1)C2CCN(C2)C(=O)CCC=3C=CC=NC3,0.65,1.1893
Z2783837263,"OC[C@@H]1CN(C[C@H]1C(F)(F)F)C(=O)C=2C=CC=CC2C=3C=CC=CC3 |&1:2,6,r|",1.1619,1.1869
Z1183781926,CC(C)C=1C=CC(=CC1)N2C=NN=C2SCC(=O)N(C)CC=3C=CNN3,0.9997,1.1576
Z1628039227,CC(=O)NC(CC1=CNC=2C=CC=CC12)C(=O)NCCC=3C=C(F)C(F)=C(F)C3,1.1116,1.0832
Z4187801344,CC(C)N1C=C(OCC=2C(C)=CC=NC2C)C=N1,0.7259,1.28
Z8646377970,"C[C@@H]1CCN(C[C@]1(C)O)C2=NC(Cl)=NS2 |&1:1,6,r|",1.1482,1.321
Z3833344494,CC=1C=NSC1CNC=2C=CC(=CC2)N3CCCCC3,0.8004,1.3102
Z2960566853,CC1(CN(C1)C(=O)C2(CCCO2)C=3C=CC=CC3)C(=O)N,1.0316,1.319
Z2282810093,FC1(F)CCCCC1CNC(=O)C2=COC=N2,1.0553,1.2311
Z1299570777,CN1C=CC(CN(CC=2C=CC=C(Cl)C2)C=3C=CC=4NC(=O)NC4C3)=CC1=O,1.1486,1.318
Z1648975668,CN1C=NC(=N1)C=2C=CC=C(NC(=O)C3=CNN=C3C=4C=CN=CC4)C2,0.7126,1.2367
Z9098494015,"COC=1C=CC=C(C1)C2=CN=C(COC(=O)[C@@H]3C[C@H]3C=4C=CC=CC4Cl)O2 |&1:16,18,r|",1.6516,1.3695
Z1295701746,CC(=O)NC=1C=C(C=CC1C)C(F)(F)F,1.2223,1.3672
Z8753999512,"CN1C=C(CN2CC[C@@H]([C@@H]2C=3C=CC=CC3)C(=O)O)C=C1C#N.OC(=O)C(F)(F)F |&1:8,9,r|",0.8965,1.3666
Z8847877467,C[C@@H]1CCN(C1)C(=O)[C@H]2C[C@@](F)(CNC(=O)C=3C=CC(NCC4=CC=CO4)=CC3Cl)C2,1.3938,1.3674
Z2905929630,O=C(NNC(=O)C1=CNN=N1)C2CCCC=CCC2,0.6762,1.045
Z2737189920,FC1=CC=C(S1)C(=O)NCC=2C=CNN2,0.9552,1.3519
Z2682877967,CN(CC1=NC(C)=NO1)C(=O)C=C,0.8005,1.349
Z1317869410,COC=1C=C(CN(C)CC(=O)NCC=2C=CC=C(Cl)C2)C=CC1O,0.7769,1.1135
Z8852426416,COC(=O)CCN(C)C=1C=C(C=NC1C#N)C(F)(F)F,1.1585,1.1668
Z4826290422,COC=1C=CC=C(OC)C1C(=O)NNC(=O)CO[C@H]2CCOC2,0.8425,1.346
Z4322071484,CN1C(=O)N(CC(=O)NC(CC2=COC=3C=CC=CC23)C(=O)O)C=4C=CC=CC14,1.1998,1.2828
Z734178118,CCCC(C)N1CC(CC1=O)C(=O)N2CCC(CC2)NC(=O)C=3C=CC=CC3,1.0731,1.2274
Z8611225252,CNC(=O)NC1CCN(CC1)C(=O)CC=2C=C(C(=O)NN2)C(F)(F)F,0.7933,1.3068
Z8798715399,CCC(CC(F)(F)F)NC=1C=C(Cl)N=C(CS(=O)(=O)C)N1,1.2276,1.3258
Z1348294514,CC=1C=CC(SC=2C=CC(NC(=O)CSC3=NC=C(CO)N3C)=CC2)=C(C)C1,1.2429,1.3297
Z3290576823,COC(C)(C)C1=NOC(=N1)C=2C=NC=C(C2)N(C)C,0.9443,1.1299
Z1455457060,CC=1C=CC(CN2CCCC2)=CC1NC(=O)C=3C=C4C=CC=CN4C3,0.8625,1.2442
Z5180289487,COC(=O)C=1C=CC=2N([C@H](C)CC2C1)S(=O)(=O)C3=NC=CN3,1.1189,1.2355
Z406604624,CNC(=O)C=1C=CC(CN(C)C(=O)CCCC2=NC(=NO2)C=3C=CC(F)=CC3)=CC1,1.2085,1.2617
Z1188642343,CC1(CNC(=O)C=2N=C(C=3C=CC=CC3)N(N2)C=4C=CC=C(C4)C(F)(F)F)COC1,1.3605,1.3211
Z3008589105,CCN1C=C(C=N1)C2CCN(CC2)S(=O)(=O)C=3C=CC(C#C)=CC3,1.0816,1.0299
Z1267770892,CC=1C=CC=C2C(NCC=3C=CC=CC3CN4C=NC=N4)=C(C#N)C=NC12,0.9867,1.3317
Z8553273427,NCCN1C=C(C=N1)C=2C=CC=C(C(F)F)C2F.OC(=O)C(F)(F)F,0.7502,1.1474
Z2347917674,CC=1C=CC(C(=O)N2CCOC(C2)C3=NN=NN3)=C4C=CC=CC14,0.9143,1.0833
Z4188497612,CCN1N=CC(Cl)=C1CN2C=C(N=N2)C(C)O,0.7173,1.1378
Z3027210833,CCOC=1C=CC=C(N1)N2CCC(CC2)NS(=O)(=O)C3(C)CC3,1.2661,1.1955
Z4312469352,CC(CO)N1C(=O)CC(N2CCC(CC2)OC=3C=CC(Cl)=CC3)C1=O,1.101,1.3265
Z8312215677,COC=1C=NC=C(C=CCCN2C=C(N=N2)[C@H](O)C=3C=CC=CC3)C1,0.9565,1.383
Z8346549004,CNC(=O)CCC1=CN(N=N1)[C@H](C)C=2C=CC(=C(F)C2)N3C=CC=N3,1.0619,1.3248
Z57222215,CN1C(=O)C(=C2SC3=NC(=NN3C2=O)C=4C=CC=CC4)C=5C=CC=CC15,1.4816,1.2172
Z7995509544,FC=1C(NCC2=CC=NS2)=NC=CC1C(F)(F)F,1.3206,1.2758
Z5633096785,OC1(CN(C1)C=2C=CC(F)=NN2)C=3C=CC=C(C3)C(F)(F)F,0.9348,1.0608
Z8687465174,FC=1C=CC(=CC1)N2CCC(NC(=O)C(CCC(=O)OCC=3C=CC=CC3)NC(=O)OCC=4C=CC=CC4)C2=O,1.2569,1.101
Z1440321049,CC1=NN=C(O1)C=2C=CC=CC2C(=O)NC3CCN(C3)C=4N=CC=CC4F,0.8726,1.2951
Z6739935230,CN1C=CC(=N1)C(NC(=O)C2=CNC(=C2)C(=O)O)C=3C=CC=CC3,0.9027,1.1669
Z388426484,CC1=CC=C(O1)C2=NC(COC=3C=CC(=CC3)C4=NN=CO4)=CS2,1.1974,1.124
Z6608311313,CN(CC1=NN=NN1CC=2C=CC=CC2)CC=3SC=NC3C4CC4,1.3331,1.3353
Z2845504965,CC(C(=O)N1CCCCCC1)N2C=C(COC=3N=CC=CN3)N=N2,0.8634,1.1407
Z1462467546,CS(=O)C=1C=CC(CNC=2C=CC(=C(C)C2)N3C=NN=N3)=CC1,0.9759,1.231
Z1724242983,N#CC=1C=NC(NCC2(CCCC2)C=3C=CC=4OCCOC4C3)=CN1,1.4074,1.2511
Z8282115432,FC=1C=CC=C(C1)C(NC(=O)C2CCCN(C2)C=3C=NC=CN3)C(F)(F)F,1.3773,1.3321
Z5520334054,CN1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=3C=NC(=CN3)P(=O)(C)C,0.7479,1.3632
Z71500813,CN(C)C(=O)C=1C=CC=CC1NC(=O)C=2C=CC=C(C)C2,1.0683,1.1779
Z8802629079,CN(CC=1C=CC=C(OC(F)F)C1)C=2N=C(Cl)N=C3C=NN(C)C23,1.3725,1.2867
Z3016718794,CC(NC(=O)C1=NC(C)=NN1)C=2C=NN(CC=3C=CC=CC3)C2,0.752,1.026
Z8873685386,COC=1C=CC(CNC2=C(N=C3C=C(CO)C=CN23)C4=CNN=C4C)=CC1,0.8161,1.2722
Z8759528669,CCOC=1C=C(CN(C)C=2N=CC=C3N(C)N=NC23)C=CC1OC(F)F,1.1202,1.3298
Z1728370629,CC(CN(C)C(=O)C1=CC=C(O1)C2=CC=CO2)C3=NN=NN3,0.9975,1.2323
Z1129702100,CC1=C(C=NN1C=2C=CC(Cl)=CC2)C(=O)NCC=3N=CC=CC3C,0.9726,1.2429
Z822026986,CC1=NOC(CN2CCC(CC2)NC(=O)C3=CC=CS3)=N1,0.7652,1.3065
Z941399160,FC(F)(F)C=1C=CC(=CN1)C(=O)N2CCC(C2)C=3C=CC=CC3,1.3216,1.2686
Z1742571546,CCOC(=O)C1=NN=C(C=CC=2C=CC(O)=C(F)C2)S1,1.1921,1.2819
Z3475317697,NC(=O)C1CCN(CC1)C=2C=CC=C(NC(=O)C3CCCC4C3C4(F)F)C2,0.7958,1.1371
Z4208543708,CN1C=CN=C1CC2NC(=O)[C@H](CC=3C=CC(Br)=CC3)NC2=O,0.5112,1.0791
Z1677743190,CCN(CC1=CC=CS1)C(=O)NC=2C=CN=CC2F,1.0174,1.3222
Z8861570718,"CCC(F)(F)CCN1N=C(N=C1[C@@H]2CC[C@@H]3C[C@@H]32)C=4C=CC=5NC=NC5C4 |&1:12,15,17,r|",1.0037,1.1469
Z8977629671,CNC(=O)C=1C=CC=C(NCC=2C=NN3CCCCOC23)N1,0.8987,1.1098
Z8624500776,CCC[C@H](NC(=O)CCCCN(C)C)C(=O)NC1(CCCCC1)C=2C=CC=C(F)C2.OC(=O)C(F)(F)F,1.1233,1.3188
Z8727397352,CC(C)[C@H](CO)NC(=O)CC=1C=CC(NC(=O)N)=CC1,0.5616,1.0466
Z6744957856,"C[C@@H]1CN(CC[C@H]1O)C=2C=CN=C(Cl)C2C |&1:1,6,r|",0.7322,0.9895
Z2625182481,O=C(NC=1C=CC(CN2CCCCCC2)=CC1)C=3N=CN=C4NC=CC34,0.983,1.2938
Z1420459265,COCC=1N=C2C(CCCN2N1)NS(=O)(=O)C3=CNC=4N=CC=CC34,0.7781,1.2162
Z1720272277,O=C(NC=1C=CC(=CC1)N2N=CC=3C=CC=CC23)C=4C=CC(=CC4)C5=NC=NN5,1.1623,1.1867
Z815405972,CN1C=C(Cl)C=C1C(=O)NCC2CCN(C2)C=3C=CC(F)=CC3,1.3648,1.1937
Z3408796198,"C[C@@H]1CC=2C(=NNC2[C@H](C)O1)C(=O)NCC3=NN=CN3C=4C=CC=CC4 |&1:1,8,r|",0.9353,1.2508
Z1121436472,OC(CNC(=O)NCC=1C=CC=CC1C=2C=CC(CN3C=CN=C3)=CC2)C=4C=CC(F)=C(F)C4,0.9419,1.2123
Z6472220361,CC1(COC1)C2=CN(N=N2)C=3C=C(Br)C=C(C3)C(=O)O,1.0341,1.1669
Z26476613,CC=1C=CC(NC(=O)C=2C=CC=3OCOC3C2)=CC1S(=O)(=O)N4CCOCC4,1.1918,1.2361
Z2905565700,O=C(NC(C(=O)N1CCCC1)C=2C=CC=CC2)C3=COC=4CCCNC(=O)C34,0.9356,1.1509
Z109030290,O=C(NNC(=O)C1=NN(CC=2C=CC=CC2)C(=O)C=3C=CC=CC13)C4=CSC(=N4)C=5C=CSC5,1.3331,1.2168
Z167282476,OCCN1CCN(CC1)C(=O)CCC2=CC=C(O2)C=3C=CC=CC3F,0.9299,1.231
Z8886112211,COC(=O)C=CC(=O)NC1(COC1)C=2C=CC(F)=CC2,0.8335,1.1388
Z1562135042,CN(CCCC1=CC(=NO1)C=2C=CC=CC2)C(=O)CCl,1.1493,1.1812
Z30902895,CC=1C=CC(F)=CC1NC(=O)C=2C=CC(=CC2)N3CCCC3=O,1.1364,1.2266
Z31795244,[O-][N+](=O)C1=CC=C(S1)C(=O)NCCCN2C=CN=C2,0.663,1.2257
Z2058748959,COCC1(CCC1)NC(=O)NC=2C(C)=C(C)C=CC2Cl,1.1576,1.1581
Z8768606042,OC(=O)CC(NCC1=CN=CS1)C2=CSC=C2Br.OC(=O)C(F)(F)F,0.822,1.3641
Z5992568029,ClC=1C=NC(N[C@H]2C[C@@H]3CC[C@@H]3C2)=C(C#N)C1,1.6614,1.3323
Z2569363905,CC=1C=CC=C(OCC(O)CN2C(=O)NC(C)(C2=O)C3=NC=CS3)C1,1.1596,1.3139
Z3061001035,CC=1N=NSC1C(=O)NCC2(CCCC2)OCCO,1.0318,1.3398
Z6598215901,CC(=O)NCC=1C=CC(=CC1Cl)C(F)F,1.1189,1.3346
Z4119267336,CC=1C=CN(CC(=O)NCCC=2C=CN(N2)C=3C=CC=CC3)N1,1.0985,1.2477
Z150084020,CC=1N=C(SCC2=NC=C(O2)C=3C=CC(Cl)=CC3)N=C(C)C1C,1.3467,1.08
Z9070748075,CN(C)C=1N=CC(NC(=O)N2CCC3=NN=C(C4=CC=CS4)N3CC2)=CN1,0.8533,1.1885
Z1081115710,COC=1C=CC(=CC1)C2CCN(C2)C(=O)C=3C=C(N=C4ON=C(C5CC5)C34)C6=CC=CO6,1.3999,1.2311
Z8682577344,"CC=1C=C(CC(O)CN2C[C@@H]3CCCO[C@@]3(C2)C(=O)O)C=CC1F.OC(=O)C(F)(F)F |&1:10,15,r|",0.7455,1.1713
Z2613550695,FC=1C=C(NCCC2CC(F)(F)C2)N=CN1,1.1533,1.2702
Z6492390907,COCCN1C(CCNC=2N=C(Cl)N=C3COCC32)=NC=4C=CC=CC14,0.6086,1.0122
Z56911466,CC(C)C=1C=CC(=CC1)C2C(=C(NC3=C2C(=O)CCC3)SCC(=O)NC=4C=CC(C)=C(C)C4)C#N,1.4929,1.2164
Z1627559403,CC=1C=C(N=CN1)N2CCCN2C(=O)OC(C)(C)C,0.8047,1.2187
Z1140075862,CNC(=O)C1CCCCN1C(=O)CC2=COC(=N2)C3=CC=CS3,1.0327,1.2315
Z3782168965,OC[C@H](O)CNC(=O)C=1C=CC=C(C1)N2CCCS2(=O)=O,0.6807,1.2315
Z1455358718,OC(=O)[C@H]1CCCN1C(=O)C2=CC=C(S2)C=3C=CC=4OCCOC4C3,1.1185,1.1967
Z1744066600,CCN1C(=O)C(C)=NC=2C=C(C=CC12)C(=O)NCC=3C=C(F)C=CC3OC,1.2751,1.3469
Z5294770921,CCN1C=C(C=N1)C2CN(CCO2)C(=O)CCCC=3C=CC=C(C3)C(=O)OC,1.2418,1.2621
Z71579596,CC(=O)NC=1C=CC(C)=CN1,0.5701,1.3335
Z90442211,CCOC(=O)C1=C(C)NC(=C(C1C=2C=CC(C)=CC2)C(=O)OCC)C,1.4426,1.2646
Z1272434870,CC=1C=CC(=CC1)S(=O)(=O)NCCN2CCN(CC2)C=3C=CC4=NN=NN4N3,0.6867,1.1611
Z1155856550,OC=1C=CC=2CCN(CC(=O)NC(C3=NC=CS3)C=4C=CC=CC4)CCC2C1,0.9108,1.3099
Z8959076298,CC1=NN=C(O1)C2CCN(CC2)C(=O)C=3C=C(NN3)C4=CC=CO4,0.9494,1.2813
Z2967630643,CN(C)C(=O)CN1CCN(CC1)C2=NN=C(CC=3C=CC=CC3)O2,0.7726,1.2875
Z6108345072,COC(=O)C1=C(OC)C=CN(CCS(=O)(=O)C=2C=CC=CC2)C1=O,0.7121,1.0704
Z4667211481,CC1(CNC(=O)C=2C=NN3C(=CC(=NC23)C=4C=CC=CC4)C(F)(F)F)COC1,1.2098,1.1539
Z27739884,CC(C)CC(N1C(=O)C=2C=CC=CC2C1=O)C(=O)NC=3C=CC(=CC3)S(=O)(=O)NC=4N=CC=CN4,1.2355,1.2132
Z1851534798,COC=1C=CC(NC(=O)C2(CCCC2)OC)=CC1OCC=3C=CC=4C=CC=CC4N3,1.3117,1.2315
Z1315295967,COC=1N=CC=CC1N(C)C(=O)C=2C=CC(=CC2)S(=O)C(C)C,0.9937,1.2303
Z2722868564,"COC=1C=CC(F)=CC1C=2C=CC(=CC2)[C@@H]3OCCN[C@H]3C |&1:15,20,r|",0.9761,1.2162
Z8994113392,"O[C@@H]1CN(CC[C@@H]1C=2C=CC=CC2)C(=O)C=3C=C(O)C=C(C3)C(F)(F)F |&1:1,6,r|",1.3179,1.3364
Z3716365421,CC=1C(=NOC1C=2C=CC=CC2)C(=O)NC=3C=NN(CC(C)(C)C)C3,1.5502,1.3716
Z8810902024,CC=1N=CSC1C=2C=CC(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CO[C@H]4C[C@H](N)C4)C(C)(C)C)=CC2,1.0068,1.2878
Z8922043800,NC=1C(F)=NC=NC1N2CCC(CC2)NC(=O)C=3C=CN=CC3,0.8746,1.3595
Z2897505446,CCC(CC)C(=O)N1CCN(CC1)C(=O)C2=C(C=NN2C)C(=O)O,0.9513,1.2944
Z8998920310,COC(=O)CC=1C=CC=2CCN(CC2C1)C(C3=CC(C)=NO3)C4=NN=NN4CC5CC5.OC(=O)C(F)(F)F,1.2221,1.1091
Z8621765976,CC(N(C)CC1=CSC(=N1)C=2C=CSC2)C(=O)N3CCO[C@@H](C3)C=4C=CC=CC4,1.1481,1.3322
Z1937926696,CCOC1=NC=2C=C(C=CC2N1)C(=O)N3CCN(CC3)C(=O)C=4C=CC(C)=CC4,1.001,1.2273
Z1198317394,CC(=O)NC=1C=C(CO)C=CC1C,0.7173,1.2754
Z9092727561,ClC=1C=CC=CC1NC2=NN=C(O2)C3=CC=CN3,1.2497,1.3269
Z3341513495,BrC=1C=CC(NCC2=NN=C(O2)C3CC3)=C4CCCCC14,1.4327,1.233
Z1415719736,OC=1C=CC(CNC(=O)N(CC(F)F)CC=2C=CC=CC2)=CC1F,1.2115,1.3001
Z8944594137,CS(=O)(=O)C=1C=CC(CNC(=O)C=2C=CC=CC2C3=NNC(S)=N3)=CC1,0.6632,1.1472
Z2147842510,CCC=1C=CC=C2CCN(C(=O)CC(C)(C)C(=O)O)C21,0.9138,0.9176
Z2236650822,OC(=O)C1CCC(CC1)NC(=O)NC=2C=NN(CC=3C=CC=CC3)C2,0.8201,1.0541
Z18354152,FC=1C=CC(CNC(=O)COC(=O)CC=2C=CC(=CC2)C=3C=CC=CC3)=CC1,1.392,1.2156
Z9070747985,CCC=1C=CC(NC(=O)N2CCC3=NN=C(C4=CC(C)=CS4)N3CC2)=CC1,1.2916,1.3474
Z4154955757,CCC=1C=CC(NC(=O)C=2N=CN=C(C)C2C)=CC1,1.3817,1.3361
Z8860970516,FC=1C=CC(CCN2C=C(CN3C=CC(C=O)=C3)N=N2)=C(F)C1,0.8886,1.0137
Z826231428,CC1=NC=CN1C=2C=CC(CN3C(=O)CNC3=O)=CC2F,0.6199,1.2733
Z2517208775,C=CC(=O)N1CCC(CN2C(=O)C=3C=CC=CC3C2=O)CC1,1.1508,1.3133
Z2701676636,CN1C=C(C=N1)N2CC(CC2=O)C(=O)N3CCC(CC3)C4=CC=5C=CC=CC5N4,1.1032,1.2287
Z845333086,NC(=O)CN1CCCN(CC1)C(=O)C2=CC=3C=CC=CC3NC2=O,0.6871,1.3785
Z3102392448,CCC1(CC)C(CC1OC)NC(=O)C=2C=NN3C=CC(N)=CC23,1.0452,1.1937
Z9118272347,OC(=O)C1=CSC(=N1)N2CCN(CC2)S(=O)(=O)CC3C[C@@H]4CC[C@@H]4C3,1.3144,1.3397
Z9005598856,CC(C)N1N=CC=2C(=NC=NC12)N3CCC(CC3)C=4C=CC=NC4,0.7705,1.1069
Z4018878420,FC(F)(F)C=1C=CC=2CCN(CC2C1)C(=O)C3=CNC(=O)N(C4CC4)C3=O,1.0784,1.115
Z8824169514,NC=1C=CC(Cl)=CC1C(=O)NNC=2C=CC=CC2OC(F)(F)F,1.388,1.2846
Z8598086965,COC=1C=CC(CN(C[C@@H]2CCCO2)C(=O)CC3=CC=C(C)O3)=CN1,1.3155,1.3335
Z3095078003,CN1C(=NN=C1N2CCC3(CCOCC3)CC2)C4CCC=5NN=CC5C4,0.7788,1.2496
Z1757726617,CN1C=CN=C(N2CCCC(C2)NC=3N=CC=NC3C#N)C1=O,0.9031,1.2596
Z8962413770,CC=1C=CC=C(C1)C(N)C(=O)NC=2C=CC=C(C2)C3=NNC=4CCCC34,0.9055,1.2016
Z1139480822,CCC1=NN=C(CN2CCCC2CN3C=C(C)C=N3)O1,0.7866,1.2161
Z1900590619,CC(CC(=O)NC=1C=CC=C(C1)N2CCCC2)NC=3C=CC(C#N)=NC3,1.1869,1.2327
Z9098494138,COC=1C=CC=C(C1)C2=CN=C(COC(=O)C3CCC(CC3)C=4C=CC=CC4)O2,1.7417,1.3695
Z8740322159,COC(=O)C(CC=1C=CC(O)=C(OC)C1)NC(=O)C=2C=CC=3C=CNC3N2,1.1903,1.3472
Z1665479531,BrC=1C=NC(CN2CCCCC2CN3CCCC3=O)=C(Br)C1,0.7465,1.1739
Z1139456379,CC(CN1C=C(C)C=N1)NCCOC=2C=CC(=CC2)S(=O)(=O)N,0.6393,1.1769
Z2961146032,CCCOC=1N=C2C=CC=CC2=CC1C(=O)N(C)C[C@H]3C[C@@H](O)C3,1.1292,1.1825
Z3795805574,CC(=CC(=O)NCC1CCNC2(CC2)C1)C=3C=CC(F)=CC3F,0.8951,1.2955
Z1142756933,CCC=1N=CC=2CCN(CC3=NC(=NO3)C=4C=COC4)CC2N1,1.0282,1.1044
Z8865667526,CC=1NC=NC1S(=O)(=O)NC=2C=CC(=CC2)C3=NN=CN3,0.7157,1.2793
Z3417068526,O=C(NCC=1C=CC(=CC1)C(=O)N2CCOCC2)C=3C=CC=C4C(=O)N(CC43)C5CCC(=O)NC5=O,0.9297,1.3299
Z8802705267,CO[C@H](C)[C@H](NC1=NC(Cl)=CN2C=CN=C12)C(=O)OC(C)(C)C,1.4459,1.3165
Z2969208699,O[C@@H]1CCN(C1)C2=NC=3C=CC(Cl)=CC3S2,1.1313,1.337
Z5330214825,C[C@@H]1CCCN(C1)C(=O)CC=2C=CC=C(NS(=O)(=O)C)C2,1.1565,1.3314
Z9102459877,"C[C@@H]1CC[C@@H]1C(=O)N2CCN(CC2)C(=O)C=3OC=CC3C=4C=CC=CC4 |&1:1,4,r|",1.2803,1.2731
Z4635245921,CCC1(CN(C1)C(=O)C2=NN(C)C(=O)C=C2C)C(=O)O,0.6292,1.0049
Z3655718954,OC(=O)C1=CSC(CC2CCCN(C2)C(=O)C3CC43CCOCC4)=N1,0.8302,1.0918
Z509959234,CC1=NC=CN1C=2C=C(CNC(=O)N3CCN(CC3)C=4C=CC(F)=CC4)C=CN2,0.8387,1.2145
Z9025673841,CC=1C=CC(Br)=CC1CN2CCC(O)(CC2)C(F)(F)CO,0.6509,1.1069
Z8919647785,COC=1C(C)=CC=NC1CN2C=C(COCC3=NC=CS3)N=N2,0.8501,1.1529
Z432160842,CC1=NC2=NC(SCC(=O)NCCC=3C=CC=CC3)=NN2C(C)=C1C,1.0033,1.1691
Z1250730965,CC(C)C=1OC(=NC1C=2C=CC=CC2)C3CCCN3C(=O)CCC=C,1.3466,1.1242
Z1444934690,OC(=O)C=1C=CC=C(CNC(=O)C2CCCC(C2)C(F)(F)F)C1,1.0539,1.1593
Z1260548742,CC1CN(C(=O)CC=2C=CC(C)=NC2)C=3C=CC=CC3N(C)C1=O,0.7653,1.2521
Z3907093160,OC[C@H]1C[C@](F)(CNC(=O)C=2C=C(C=CC2Cl)C=3C=CC=CC3)C1,1.1797,1.2174
Z2867514940,C=CC(=O)N1CCN(CC1)C(=O)CCOC=2C=CC=CC2,0.9853,1.2056
Z8759445896,"CO[C@@H]1C[C@@H](C[C@@H]1O)NC2=NC(C)=C(S2)S(=O)(=O)F |&1:2,4,6,r|",1.2253,1.3694
Z6202922101,CCN1C(SCC(=O)N2CCC3(CC3)C2)=NC=4SC=5CCCC5C4C1=O,1.5604,1.3766
