Z ID,SMILES,RT,ECP
Z7501866773,CN1CCN(CC=2C=NC(Cl)=CN2)C=3C=CC=C(F)C13,1.3022,1.3303
Z9061094743,OC(=O)C12CN(CC2CC(F)(F)CC1)C3=NC=4C(F)=CC(F)=CC4O3,1.3346,1.3265
Z511528934,O=C(NC=1C=CC(=O)N(CC=2C=CC=CC2)C1)C3CCS(=O)(=O)C3,0.7787,1.1877
Z7670134513,C(C1=CSC(=N1)C=2C=CC=CN2)N3C=C(CN4C=CC=N4)N=N3,1.0854,1.34
Z3803244649,CC(C)C=1C=C(CNC=2NN=C(C)C2C)ON1,0.8588,1.3139
Z54904751,COC=1C=CC(C=CC(=O)OCCCC(=O)NC=2C(C)=CC(C)=CC2C)=CC1,1.4148,1.2615
Z4308056455,CC(C)CN(CC1=NN=NN1)C(=O)C=2C=CC=3N=CN(C4CC4)C3C2,0.8107,1.1988
Z2235783728,OC1CCN(CC1)C=2C=CN=C(N2)N3CCOC(C3)C=4C=CC(Cl)=CC4,1.0621,1.302
Z2276907863,FC1(F)CCCCC1CS(=O)(=O)N2CCOC=3C=CN=CC23,0.7526,1.185
Z1893435751,ClC=1C=CC=C2N3CCN(CC3=CC12)C(=O)C=4C=NNC4,1.1349,1.2379
Z1602115638,CS(=O)(=O)CC1=NC=2C=CC=CC2N1CC(=O)NC3CCN(C3)C=4C=CC(Cl)=CC4,1.246,1.2367
Z8289481726,CCCC1=NC=2C(C)=CC(=CC2N1)C(=O)NC=3C=C(C(=O)O)N(C)C3,0.5945,1.0088
Z8511812390,CCOP(=O)(C)CCNC(=O)C=1C=C(C)C=CC1C,0.8561,1.1361
Z1922515834,O=C(NC1CCCN(CC=2C=CC=C3NC=CC23)C1)OCC=4C=CC=CC4,1.0364,1.308
Z1299262447,CCC(N(C)CCNS(=O)(=O)C)C=1C=CC(F)=CC1F,0.6999,1.1749
Z8847877322,O=C(NCCC=1C=CN=NC1)C2C=CCN2C(=O)C=CC=3C=NC=CN3,0.5296,1.0359
Z9082250975,COCC=1C=CC=2CN(CCC2C1)C(=O)C=3C=C(C=C(O)N3)C(F)(F)F,1.2382,1.3218
Z8701928194,CCOCC1=CSC(CNCC2(COC)COC2)=C1,0.6319,1.1261
Z1440850927,NC(=O)N1CCC(CC1)NC2CCCCC=3C=CC(Cl)=CC23,0.8753,1.2381
Z4313477462,FC1(F)CCN(C1)C2CN(C2)C=3C=C(N=CN3)C=4C=CC=CC4,0.9583,1.3025
Z1144026253,CC1=CC=C(CN2N=CC=3C(=CC(=NC23)C4CC4)C(=O)NCCN5C=CN=C5)O1,0.7711,1.0804
Z2383184636,COC=1N=CC(Cl)=C(N1)N2CCCC(O)(CC(=O)N(C)C)C2,0.9844,1.2664
Z2055854582,CO[C@H]1C[C@@H](CO)N(C1)C(=O)CC=2C=CC(Cl)=C(Cl)C2,1.0118,1.1321
Z3631787950,[N-]=[N+]=NCC(=O)NC1(CC=2C=CC=CC2)CC1,1.0157,1.1464
Z26393046,CCN(CC)CCNC(=O)C=1C=CC(NC(=O)C2=NN(CC=3C=CC=CC3)C(=O)C=4C=CC=CC24)=CC1,1.0721,1.2314
Z2020630037,CNS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCOCC32CC3,0.8455,1.2362
Z1143013065,CCOCC(O)CN1CCN(CC1)C(=O)C=2C=NC=3C=CC=CC3N2,0.7042,1.2175
Z8878854893,"CO[C@@H]1C(C[C@H]1OC(C)(C)C)NC2=CN(C)N=C2C(=O)N |&1:2,5,r|",1.0638,1.2529
Z9179508386,NS(=O)(=O)C=1C=C(F)C=C(C1)C(=O)N2CCC(CC2)(C#N)C=3C=CC(F)=CC3,1.2505,1.3505
Z2231310392,CC(C)C1=NOC=2N=CC(=CC12)C(=O)N3CC(CO)C=4C=CC=CC34,1.1786,1.2319
Z2964199682,CC1=NON=C1C(=O)N2CCCC(C2)NC(=O)C=3C=CC(Cl)=CC3,1.0952,1.0997
Z5565968556,OC(=O)C(F)(F)F.O=C(NCCC=1C=CC=2C=CC=CC2C1)C3=CC=NN3C4CNC4,0.8438,1.0896
Z2226518786,COC=1C=CC=C(C1F)C2(CCOCC2)NCC=3C=CC=4OCC(=O)NC4C3,0.791,1.2384
Z8763126973,COC=1C=CC(NCC=2C=NC=3C=CSC3C2)=NC1F,0.6858,1.1022
Z9086753430,C[C@@H](C=1C=CC=CN1)N2C=C(N=N2)C(CC=3C=CC=CC3)NCC(=O)NCC=4C=CC=C(Cl)C4.OC(=O)C(F)(F)F,1.1655,1.3495
Z3825423700,C=CC(=O)N1CC2(CCC2)C=3C=CC=CC13,1.0996,1.0398
Z5645985242,CN1C=NN=C1C2CCN(CC3=CSC=4C=CC(F)=CC34)CC2,0.662,1.166
Z977485672,CC=1C=C(NCC2CCOCC2)C=3C=CC=CC3N1,0.8628,1.3348
Z1492387349,OC1CCN(C1)C=2C=CN3N=CC=C3N2,0.6766,1.34
Z2298551514,CC(CO)N1C(C)=NC=2C=C(NC(=O)C=3C=C(C=CN3)N4CCOCC4)C=CC12,0.6768,1.2469
Z1358109465,CC1=NC(=NO1)C2(CCCCCC2)NC(=O)NC=3C=CC=C(C3)C(=O)N4CCOCC4,1.1182,1.259
Z2217522430,ClC=1C=C(OCCC2CS(=O)(=O)C2)C=CC1OCC3CC3,1.4316,1.3273
Z2185533219,CC(C)C[C@@H](NS(=O)(=O)C1=CC=C(S1)C(F)(F)F)C(=O)O,1.3429,1.3312
Z8994290153,O[C@H]([C@@H](NC(=O)C1CC=CC1)C=2C=CC=CC2)C(=O)O,0.9788,1.328
Z8847877424,C[C@@H]1CN(CCN1CC=2C=CC=CC2)C(=O)C(CC3CC3(F)F)NC(=O)C=4N=CC=CC4F,0.9558,1.3055
Z1347869810,CC(=O)NCCC=1C=C(C=CC1F)C2=CSC(NC=3C=CC(Cl)=NC3)=N2,1.2817,1.2849
Z2186778142,CC(C(=O)N1CCC(C1)C=2C=CC(=CC2)C(F)(F)F)C=3C=CC=C(C#N)C3,1.4561,1.2849
Z3952174545,CN(C)C/C=C/C(=O)NCCN1C=NC=2C=CSC2C1=O,0.4629,1.1557
Z4228969947,CC1=NN=C(N1)C2(CC2)NC(=O)C=3C=C(F)C(N4CCOCC4)=C(F)C3,0.7465,0.9852
Z8789194420,COC=1N=CC=CC1S(=O)(=O)NC=2C=CC(N3CCN(CC=4C=CC=CC4)CC3)=C(Cl)C2,0.8837,1.1361
Z8843317336,CC=1C=CC=CC1COC=2C=CC=C(CC(=O)N3CCC=4C=CC=NC4C3)C2,1.3137,1.3086
Z8823061697,CN([C@H]1CCCN(C1)C(=O)C2=NN(C)C=C2C)C(=O)C=3C=CC(CC4CC4)=CC3,1.0509,1.0603
Z1565767123,CN1C=C(C(=O)N2CCC(CC2)C=3C=CC(O)=CC3)C(=N1)C(C)(C)C,1.1131,1.2362
Z855376604,FC(F)(F)C=1C=CN(N1)C=2C=CC(CNC(=O)CCNC(=O)C=3C=CN=CC3)=CC2,1.0346,1.2188
Z993657268,FC(F)(F)C1=CC=C(C(=O)NCC2CC3CCC2C3)C(=O)N1,1.225,1.1784
Z237484574,COC=1C=CC(=CC1)N2CCN(CC3=NC=4N(C)C(=O)N(C)C(=O)C4N3C(C)C)CC2,0.9733,1.1826
Z1987678392,OCC(NC(=O)C=1C=CC(SCC=2C=CC=NC2)=CC1)C=3C=CC=C(Cl)C3F,1.0072,1.2271
Z2851178486,CC=1C=C(Cl)C=CC1CN2N=NN(C)C2=O,1.3133,1.354
Z8784714921,CC=1C=C(C)C(=C(C)C1)S(=O)(=O)NC(=O)C=2C=CC(CN3CC4CCC3CC4O)=CC2.OC(=O)C(F)(F)F,0.9637,1.3371
Z2715299891,OCC1(CCNC(=O)C=2SC=3N=CC=CC3C2Cl)CCC1,1.2438,1.34
Z1722755812,COC(C)C1=NC(CN(C)C=2C=CC=C(C)N2)=CS1,0.7935,1.2281
Z8827060423,CC1=C(N=NN1C=2C=CC=CC2F)C(=O)NCC=3C=CC(O)=C(C)C3,1.0212,1.0747
Z1607526657,CC1=NOC(C)=C1CSC=2N=C3CCCC3=C(O)N2,0.9889,1.21
Z8944594194,"COC=1C=CC(=CC1)[C@@H]2CN(C[C@H]2N)C(=O)C=3C=C(NC(=O)N)C=CC3Cl |&1:8,12,r|",0.6435,1.1296
Z4387098354,COC=1C=C(C=C(OC)C1OC)S(=O)(=O)N(C)CC(C)(C)N,0.5643,1.113
Z8889569239,CCC=1C=CC=C(CN(CC2(CC2)OC)C3=NC=NN4C=CC=C34)N1,0.8112,1.0003
Z3899077673,O=C(CNC(=O)C=1C=CC(=CC1)C=2C=CC=CC2)NC3CCC4(C3)CCOCC4,1.346,1.3584
Z1455177985,CC1=NN(C=C1C(=O)N2CCCC2C(=O)O)C=3C=CC=CC3,0.9918,1.222
Z8849664707,NS(=O)(=O)C1CCC(CC1)C(=O)NC2CCCN(C2=O)C=3C=CC=C(F)C3,0.9567,1.2289
Z9092734823,CCC=1C=C(CN2CCN(CC2)C3(CCOCC3)C4=CN(N=N4)[C@@H](C)C(=O)O)C=CC1C.OC(=O)C(F)(F)F,0.7945,1.146
Z1737878435,CC=1C=CC(NC(=O)COC=2C=CC=3N=COC3C2)=CC1S(=O)(=O)N4CCOCC4,1.0402,1.1557
Z1483202369,O=C(CN1N=NC(=N1)C=2C=CC=CC2)NOCC=3C=CC=NC3,0.8601,1.2686
Z1669982333,O=C(CN1C=C(C=N1)C(=O)N2CCC=3C=CN=CC23)NC4CCCCC4,0.8193,1.2634
Z2912956435,O=C(N1CC(C1)N2CCOCC2)C3=CC=C4C=CC=NN34,0.3434,0.9032
Z8999136098,COCCC1(CCN(C1)C(=O)C=2C=C(F)C=CC2OC)NC(=O)C3=CCCC3,1.0488,1.1543
Z975817358,CC=1C=CC=C(CCNC(=O)CN2C=NC(N)=N2)C1,1.0087,1.3486
Z3490366535,CN(CC1=NNC(=N1)C=2C=CC=CC2)C(=O)C=C,0.99,1.2887
Z2142828598,CC1=NN=C(CNC=2C=CC(=CC2C(F)(F)F)S(=O)(=O)N)N1C3CC3,0.7292,1.1417
Z6071734634,"N[C@@H]1CN(C[C@H]1C=2C=CC=CC2F)C(=O)C3CCC=4NC(=NC4C3)C(F)(F)F.OC(=O)C(F)(F)F |&1:1,5,r|",0.5695,0.996
Z2961464814,CC(C)CN1NC(CC(=O)N[C@]2(C)C[C@H](C)CC(C)(C)C2)=CC1=O,1.3655,1.2709
Z1820615609,O=C(CCC1CC=2C=CC=CC2NC1=O)NCC3=NC=4C=CC=NC4N3,0.8157,1.2646
Z2595958270,"CC=1C=C(C=CC1N2C=NC=N2)C(=O)N[C@@H]3CNCC[C@@H]3C=4C=CC(F)=C(F)C4 |&1:15,20,r|",0.887,1.2496
Z8797359033,NC(=O)COC=1C=CC(OC=2C=CC(=CC2)S(=N)(=O)C(F)(F)F)=CC1,0.9707,1.0794
Z382738052,CC1(C)CN(CC2=COC(=N2)C=3C=CC(Cl)=CC3)CCO1,0.9899,1.3003
Z13645733,COC=1C=C(C)C(CN2C(=O)C(C)N(C2=O)C=3C=CC(C)=CC3)=CC1OC,1.3754,1.2514
Z908574130,FC=1C=CC(OCC(=O)N2CCNC(=O)CC2)=C(Br)C1,0.9438,1.2141
Z2645334970,COC=1C=CC(=CC1)C=2C=C(CNC(=O)[C@H]3C[C@@H](O)CN3C(=O)C)ON2,0.9518,1.3201
Z3824190234,C[C@H](NC=1C=CC(=CN1)[N+](=O)[O-])C=2C=CC(C)=CC2,1.4047,1.2819
Z8288857834,NC=1N=CN=C(NCC2CC(C2)C#N)C1F,0.7249,1.3321
Z1508113436,COC=1C=CC=C(C(=O)N(C)C)C1OCC2CCC2,1.2026,1.2156
Z5404612989,CC=1N=C(N=C2SC(N)=NC12)N3CCCC3C=4C=C(ON4)C5CC5,0.8243,0.9414
Z8623972814,FC(F)(F)C=1C=CC(=NC1)N2CCC(CC2)C(=O)OCC(=O)N3CCC(CC3)NC(=O)CCC=4C=CC=CC4,1.2566,1.1449
Z8311946886,OCC=1C=CC=C(CN2C=C(N=N2)C=3C=CSC3)N1,1.0038,1.321
Z1732985929,O[C@@H]1CCCC[C@H]1NC(=O)C=2C=CC(OCC(F)(F)F)=CC2,1.2207,1.3423
Z169988180,[O-][N+]=1C=CC=C(C1)C(=O)NC(CCCC=2C=CC=CC2)C=3C=CC=CC3,1.2562,1.2545
Z778760060,CC=1C=NN(C1)C=2C=CC(=CC2)C(=O)NCC3CCN(C3)C4CC4,0.8179,1.269
Z29082558,CN(C=1C=CC=CC1)S(=O)(=O)C=2C=CC(=CC2)C(=O)NC=3SC=CC3C#N,1.3281,1.2324
Z2643150690,COC(CNC(=O)C=1C=CC=CC1C=2C=CC(=CC2)C(F)(F)F)C3CCOC3,1.2959,1.2469
Z4999421923,COC1=CC=C(S1)C(=O)NC=2C=CC=C3C(=O)N(CC32)C4CCC(=O)NC4=O,0.9971,1.2075
Z2900720796,O=S(=O)(CCC1CCOC1)NCCC2=NC(=CN2)C=3C=CC=CC3,0.7231,1.2043
Z766874072,COC(=O)CC1=CC(=O)N(N1)C=2C=CC(=CC2)C(=O)N3CCN(CC=4C(C)=NOC4C)CC3,0.7139,1.1699
Z1798622951,CC=1C=C(O)C=CC1NC(=O)NC2=CC(=NN2C)C3=NC=CN3C,0.5581,1.1642
Z2606310105,"C[C@@H]1CCN([C@H](C)C1)C(=O)C=2C=NN(C2)C3CCCNC3 |&1:1,5,r|",0.8641,1.2662
Z1331619115,CCCC(CCO)CNC(=O)C1=CSC(=N1)C=2C=CC=CC2Cl,1.3464,1.2189
Z1676014515,CC=1C=C(C)N(N1)C=2C=CC(NC(=O)N3CCOCC4(CCC4)C3)=CN2,1.1619,1.2362
Z1368698147,CCC=1C=CC=CC1N2CC(CC2=O)C(=O)N(C)CC3=CC=4C=CC=CC4N3,1.2634,1.2362
Z89552053,COC=1C=CC=C(NC(=O)CSC=2C=CC=CC2C(=O)N(C)C(C)C3=NC=4C=CC=CC4S3)C1,1.3773,1.2141
Z8785961981,FC(F)(F)C=1C=C(N=C(N1)C2CC2)N3CC(C3)N4CCCS4(=O)=O,1.3557,1.3643
Z8830000536,CN(C)C1CCC2CN(CC2C1)C(=O)[C@H]3CCCN3C(=O)CC=4C=CC(=CC4)C(=O)N,0.7309,1.2754
Z8991921994,CS(=O)(=NC(=O)/C=C/C1=CC=CO1)C,0.8444,1.1829
Z1754622374,CN1[C@H]([C@H](CNCC=2C=CC=NC2C)CC1=O)C=3C=NN(C)C3,0.2283,1.1833
Z27681419,NS(=O)(=O)C=1C=CC(NC(=O)CCC(=O)C=2C=CC=3OCCOC3C2)=CC1,0.93,1.1777
Z8711871816,O=C1NCCNC=2C=C(C=CC12)C=3C=NC=4NC=CC4N3,0.9168,1.363
Z18777609,COC=1C=CC=C(OCC(=O)NC=2C=CC(=CC2)C(=O)C)C1,1.2231,1.2427
Z2472968986,FC=1C=CC(Cl)=CC1S(=O)CC=2C=C3CCCN3N2,1.1836,1.3379
Z8994744166,"CN(CCS(=O)(=O)C=1C=CC=C(Br)C1)[C@@H]2CCCC[C@@]2(C)O |&1:14,19,r|",0.6157,0.9955
Z1446846094,N#CC=1C=CC(NC2CCOC3(CCCC3)C2)=NC1,1.1978,1.2381
Z2242918281,COC=1C=CC(Cl)=CC1CN(C)C(=O)C2CCNC2,0.8741,1.2645
Z1562881653,CC=1N=C2SC=CN2C1CN3CCCC(C3)C(=O)N4CCOCC4,0.5605,1.2559
Z8872981979,CSCC(=O)NC1(CNC(=O)C2=COC=3C=CC=CC23)CCOC1,0.9874,1.1336
Z3833443621,CC=1C=NSC1CNC=2C=CC(OC3CCOCC3)=C(C)C2,1.1259,1.1044
Z8803738356,CN(C(=O)C=1C=C(NN1)C=2C=CC(Cl)=CC2)C=3C=CC=4C=NN(C)C4C3,1.1095,1.0869
Z8858174605,C[C@@H](N(C)C)C(=O)NC=1C=CC=C(OCCNC(=O)C2=CC(C)(C)C2)C1,0.9152,1.2738
Z8999149083,OC=1C=C(Cl)N=C(C1)C(=O)NC=2C=CC=3NC(=NC3C2)C(F)F,1.026,1.3278
Z1439500595,BrC=1C=CC(CN2CCN(CC2)C(=O)C3=CC=C(S3)C4=CC=CO4)=NC1,1.0843,1.3292
Z1192071628,CC=1C=C(N=C(N1)C=2C=CC=CN2)N3CCCC3C(=O)NC4CC4,0.6103,1.1266
Z8999553786,CSCCN1N=NN=C1C(N(C)C(C)C2CCC2)C=3C=CN=CC3C=4C=CC=CC4.OC(=O)C(F)(F)F,1.4114,1.1678
Z2698633694,OCC=1C=C(C=CN1)N2CCN(CC(=O)N3CCCC3)CC2,0.312,1.2315
Z8018623611,CN1C(=O)N(CCOCC(=O)N)C=2C=C(Br)C=CC12,1.1012,1.3343
Z8661726437,CC=1C=C(NC(=O)C=2C=CC=C(NC=3N=CC=CN3)C2)C=4NC=NC4C1,0.9609,1.3679
Z137993238,OCC1CCCCN1CC2=CC(=O)N3C=CC=CC3=N2,0.5266,1.1841
Z2397116199,CN1N=CC(C(=O)N[C@H]2C[C@@H](O)[C@@H]2N3C=CC=N3)=C1N4C=CC=C4,0.8548,1.2282
Z8787874358,CN1C=C(CNCC(C(=O)O)C=2C=C(F)C=CC2F)C=C1C#N.OC(=O)C(F)(F)F,0.8525,1.314
Z7997013173,CC(C1=NC(=NO1)N2CC[C@@H](O)C2)N3N=CC=C3C,0.9761,1.3651
Z1094922152,O=C(CC1=CNC=2C=CC=CC12)NCC=3C=CC(=CC3)C4=NC=5C=CC=CC5N4,1.0017,1.3383
Z289674346,CC=1N=C(SCC(=O)NC=2C=CC(NS(=O)(=O)C)=CC2)C(C(=O)N)=C(C)C1C,0.96,1.2644
Z31684954,CC(=O)NC=1C=CC(C)=C(C1)[N+](=O)[O-],1.0808,1.3323
Z1715398508,CC(O)(CNC(=O)CCCNC(=O)C=1C=CC(Cl)=CC1)C(=O)O,0.9632,1.3398
Z1245813642,CCOC(=O)CCCCN1C=CN=C1C=2C=CC=CN2,0.8365,1.2498
Z1828089676,OC(=O)C1CC(C1)C(=O)N2CC(C2)OCC=3C=CC=C4C=CC=CC34,1.0714,1.0816
Z5292501290,CC1=CSC=2C(=NC=NC12)C(=O)NC=3C=CC(CCCN)=CC3,0.9063,1.1961
Z8790304820,CN(C)C=1N=CC=CC1CCNC=2C=CC(F)=NN2,0.5024,1.1737
Z1665885801,CC(C)(C)C1CCN(CC1O)C=2N=C3CCCCC3=CC2C#N,1.576,1.2662
Z4425088409,"ClC=1C=CC(=NC1)C(=O)N[C@@H]2CCC(=O)N[C@H]2C=3C=CC=CC3 |&1:10,16,r|",1.0824,1.2686
Z1139205894,N#CC=1C=CC=NC1NC2CCCN(CC3=NOC(=N3)C4CC4)C2,0.8899,1.2777
Z9033475254,CC1CCOCCN1CC(=O)NS(=O)(=O)C=2C=CC(OC(F)(F)Cl)=CC2.OC(=O)C(F)(F)F,0.8479,1.1419
Z1268957903,CC1=NOC(C)=C1CN2CCOC(CNC=3C=CC=NN3)C2,0.3202,1.2188
Z1101806959,FC=1C=CC(NC(=O)C=C(C2CC2)C3CC3)=NC1,1.2629,1.2134
Z1603720073,COC=1C=CC=CC1CC(CNC(=O)C2CCCN2CC=3C=CC=CC3)C(=O)O,0.9065,1.2148
Z2654460441,NC(=O)C1=CNC=2N=CN=C(NC3CCOCC3)C12,0.7143,1.3712
Z79520631,CCC1=NOC(C)=C1C(=O)NC=2C=CC=CC2C(C)C,1.359,1.3151
Z9192032303,OC(=O)C=1C=NC=C(CNC(=O)C2=CC=3C=CC(F)=CC3N2)C1,0.9782,1.2985
Z4415091045,CC=1C=2CCCC2C=CC1C(=O)NC(CC=3C=CC=CC3)C=4N=NNN4,1.29,1.2944
Z4168400672,FC(F)(F)C=1C=CN=C(CS(=O)(=O)C=2C=CC=3OCCOC3C2)N1,1.0227,1.1377
Z8954668543,NC1=NC(=CS1)[C@H]2CCCN2C(=O)CCSSCCC(=O)O.OC(=O)C(F)(F)F,0.7178,1.1361
Z8917593098,FC=1C=CC=C(C(=O)NC2CN(C2)C=3C=CN=CC3)C1SC=4C=CC=CC4,0.8488,1.1672
Z8776690325,CCC1=CC=CC2=NC(CCC=3C=CC=CC3)=C(NC4CCOCC4)N12,1.1073,1.3127
Z1477461860,CN(C)C=1C=CC(NC(=O)CCNC(=O)C=C)=CC1C,0.6048,1.2231
Z1444165524,CN1C=C(C=N1)N2CCC(NC(=O)C=3C=CC(=CC3)C(=O)O)C2=O,0.774,1.2363
Z1637931454,CC1CN(CCS1(=O)=O)C(=O)NC=2C=C3OCOC3=CC2C,0.8663,1.2063
Z1396906847,CCN(C)C(=O)C(=O)NC1=CC=CN(CC=2C=CC(F)=CC2)C1=O,1.0043,1.0605
Z335221876,CN1C=CC(=O)N(CCS(=O)(=O)C=2C=CC=CC2)C1=O,0.6664,1.0365
Z2996800507,C(C1=NOC(=N1)C2(CCCN3CCC2)C3)C=4C=CC(=CC4)N5C=CC=N5,0.9274,1.27
Z8874983361,CN(C1CN(CC1F)C(=O)C)C(=O)C=2C=CC(F)=CC2,0.8939,1.1641
Z47748613,CC1=C(C(NC(=O)N1)C=2C=CC(Br)=CC2)C(=O)N3CCOCC3,0.9383,1.2633
Z229323330,CC(NC=1N=CN=C2C=3C=CC=CC3OC12)C4=NC=5C=CC=CC5N4,0.9145,1.3148
Z1522905261,CN1CC(NC(=O)CCC2=NC(C)=NO2)C=3C=CC=CC3C1,0.5267,1.1391
Z3343593926,CN1C=NC=C1C2=CN(CCC=3C=CC=C(OC(F)(F)F)C3)N=N2,1.0717,1.3659
Z9050837821,CCC=1C=CC(CN(CC2OC3CCC2CC3)C=4C=NC(=CN4)C(=O)OC)=NC1,1.0347,1.1267
Z53037939,O=S(=O)(NCC=1C=CC=NC1)C=2C=CC=3OCCC3C2,0.8031,1.3361
Z63998773,CCC1=NOC(C)=C1C(=O)NC=2C=CC(F)=CC2C,1.2189,1.2856
Z1746227343,CCOC=1C=NC(=CN1)C(=O)NS(=O)(=O)C=2C=CC=CC2Cl,1.3394,1.3218
Z1758953554,CN(C[C@@H]1C[C@H](F)CN1CC2=CC=CS2)C3=NC=CN(C4CC4)C3=O,0.7251,1.1272
Z3510432401,CC(C)N1N=C(C)C=C1S(=O)(=O)N2CCCC2CN,0.8896,1.3151
Z9098494007,"COC=1C=CC=CC1[C@@H]2C[C@H]2C(=O)OCC3=NC=C(O3)C=4C=CC(Cl)=CC4 |&1:8,10,r|",1.6935,1.3695
Z239139920,CC1=NN(C)C=2N=CC(=CC12)C(=O)NC=3C=CC(=CC3)C(C)(C)C,1.4407,1.2819
Z9079770140,CC(C)OCCS(=O)(=O)N1CC[C@@H](CNC(=O)C=2C=CC=C3C=CC(C)=CC23)[C@H](C1)C4CC4,1.5385,1.376
Z8990528837,CCN1C=2C=CC=CC2C=3C=C(CNC=4N=CC(=CN4)S(=O)(=O)N)C=CC13,1.3115,1.2798
Z4446495522,COC(=O)C1=CN(CC2=CN(CCOCCO)N=N2)C=3C=CC=CC13,1.0853,1.3441
Z8343606545,COC=1C=CC(OCC(C)(O)C=2C=CN=CC2)=CC1,0.7621,1.3163
Z196945510,CC1N(C(=O)N(CC2=NC=CN2C(F)F)C1=O)C=3C=CC(F)=CC3,1.0872,1.2261
Z8994955792,COC(=O)C(CC=1C=CC(F)=C(Cl)C1)NC(=O)C=2C=CC=CC2Cl,1.1948,1.0803
Z1888188290,CCOC=1C=C2CC(C)OC2=CC1CN3CCC(CC3)S(=O)(=O)CC,0.7283,1.1843
Z1607534746,OC=1N=C(SCC2=NN=C(O2)C3CC3)N=C4CCCC41,0.9596,1.2652
Z92031571,FC=1C=CC=CC1C2=NN=C(SCC3=NN=NN3C=4C=CC=CC4)N2CC=C,1.2221,1.2704
Z8610359284,BrC=1C=CC=C(C1)C(=O)NCCCN(CC=2C=C3CCCCN3N2)S(=O)(=O)C=C,1.1659,1.1542
Z1647943133,CCC(CS(=O)(=O)C=1C=CC=CC1)NC2CCCSC2,0.8846,1.2754
Z8870217552,CC(C)(CN(CCC=1C=CC(C#C)=CC1)C(=O)C=C)C#N,1.0461,1.0123
Z1205829229,COC=1C=CC(O)=C(CNC(=O)CCC(=O)C=2C=CC(C)=CC2)C1,1.1461,1.1954
Z8791799185,FC=1C=C(NCC=2C=CC(C#N)=CN2)N=CN1,0.72,1.0907
Z8845536707,"OCC=1C=CC=C(C1)C2=NOC(=N2)[C@@H]3CC=C[C@H](C3)N=[N+]=[N-] |&1:13,17,r|",1.1076,1.063
Z45546068,FC=1C=CC(CNS(=O)(=O)C=2C=CC=3C=CC=CC3C2)=CC1,1.2659,1.17
Z2145178894,CCN(C)C(=O)C=1C=CC=C(C1)S(=O)(=O)N2CCC(O)(COC)CC2,0.973,1.2362
Z1502700111,CC1=CSC(NC=2N=CN=C3SC=CC23)=N1,1.1027,1.2314
Z1144421227,CC1=CN(N=C1NC(=O)C2=CC=3CCCCCC3S2)C=4C=CC=CC4,1.5024,1.282
Z2282896404,CN(CCC=1C=CC=CC1C)C(=O)CC=2C=CC=3N=CSC3C2,1.3985,1.376
Z1760072350,CN(CC1CC1)CC2CN(CCO2)C(=O)C3=CNC(=O)C=C3C,0.6591,1.3315
Z2802238282,COC=1C=CC=C(C1)C2(CCC2)NC(=O)C3=CC(=CNC3=O)C(F)(F)F,1.3781,1.3572
Z200511478,CCCCN1N=C(C)C(C(=O)N2CCC(CC2)C(=O)NC)=C1Cl,0.9288,1.1791
Z1518206258,O=C(NCCC=1C=NC(=NC1)C2CC2)C3=CC=4CS(=O)(=O)CCC4S3,0.9781,1.237
Z8944594034,"NS(=O)(=O)C=1C=C(F)C=C(C1)C(=O)N[C@@H]2CNC[C@@H]2N3C=CC=N3 |&1:14,18,r|",0.2674,1.134
Z1436126929,NC=1C=CC(CC2=NN=C3CCCCN23)=CC1,0.4106,1.3398
Z3296383271,O=C(N1CCC(CC1)N2C=CC=C2)C=3C=NC=4CCCC4C3,1.0354,1.2508
Z1578529023,CCC1=CC(=O)NC(=N1)C=2C=CC=C(NC(=O)C3=CSN=C3C)C2,1.012,1.2383
Z2012474902,CC(C)C1=NOC=2N=CC(=CC12)C(=O)NC=3C=CC(=NC3C)C(F)(F)F,1.338,1.2668
Z4435819319,NC=1N=C(NCCCNC=2C=CC=CN2)C=C(N1)C(F)(F)F,0.6774,1.2681
Z8802629059,CN1N=C(CNC=2C=CC(F)=C(C2)C(=O)O)C=C1C3CC3.OC(=O)C(F)(F)F,1.1061,1.3334
Z9000300182,CCC(C)N1N=NN=C1C(N(C)CC2=NC(=NO2)C(C)OC)C=3C=CC=C4OCCC43,1.4416,1.328
Z4462906805,"C[C@@H]1CN([C@@H](CO1)C=2C=CC=CC2)C(=O)[C@@H]3C[C@@H]4[C@@H]([C@@H]4CO3)C(=O)O |&1:1,4,&2:15,17,18,19,r|",1.0652,1.2323
Z3184444572,CN(C)CC=1C=CC=CC1CNC(=O)C2CC=3C=CC=NC3C2,0.4285,1.1574
Z1620404093,CN(C)CC1=C(OC=2C=CC=CC12)C(=O)NC3CCC=4NC=5C=CC(C)=CC5C4C3,0.8767,1.1488
Z1291584288,FC=1C=CC=C(C1)S(=O)(=O)NC(=O)CC2CCC=C2,0.8907,0.9226
Z1519048693,CC=1C=C(F)C=C(C1)S(=O)(=O)NC(=O)C2=CSC(=N2)C3CCCO3,1.3072,1.2679
Z8004315909,COC=1C=C(F)C=C(OCC2(C)COC2)C1,1.1697,1.1281
Z2351366732,CN1C=NC(=C1)C2NC3(CCCCC3)C(=O)N2CC4=CC=CS4,0.6559,1.0907
Z8129133324,ClC=1C=CC=NC1COC(=O)CC2=CSC=3C=CC(Br)=CC23,1.4077,1.1447
